ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,27.5,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,46.1,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Italy,Mean nominal hourly labour cost per employee by economic activity (local currency),ITA - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,28.3,,,Currency: ITA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2008,931.2,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2008,521.8,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,1038.4554519,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,563.27109088,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,1318.5584088,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,640.85274184,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,1514.1278445,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,734.64904313,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,1509.7934984,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,831.4163691,,,Currency: KAZ - Tenge (KZT) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2013,1834.5809195,,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2013,936.3409281,,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,2161.0661363,,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,1040.1259651,,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
Kazakhstan,Mean nominal hourly labour cost per employee by economic activity (local currency),KAZ - ADM-EBR - Businesses and organizations register,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,2621.6,,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers | System of national accounts: 1993 SNA
