ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,8.38,,Currency: LVA - Lats (LVL) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,7.06,,Currency: LVA - Lats (LVL) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,7.97,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,7.07,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,9.41,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,7.97,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,10.39,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,8.81,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,12.05,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,10.39,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,11.75,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,10.64,,Currency: LVA - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Moldova, Republic of",Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"MDA - ES - Survey on Employment, Remuneration and Hours of Work",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2014,2.22,,Currency: MDA - Moldovan leu (MDL) | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 20 employees | System of national accounts: 1993 SNA"
"Moldova, Republic of",Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"MDA - ES - Survey on Employment, Remuneration and Hours of Work",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,2.17,,Currency: MDA - Moldovan leu (MDL) | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 20 employees | System of national accounts: 1993 SNA"
"Moldova, Republic of",Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"MDA - ES - Survey on Employment, Remuneration and Hours of Work",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,1.81,,Currency: MDA - Moldovan leu (MDL) | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding some areas | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA"
"Moldova, Republic of",Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"MDA - ES - Survey on Employment, Remuneration and Hours of Work",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,1.78,,Currency: MDA - Moldovan leu (MDL) | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding some areas | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA"
